"region","culture","indicateur","Unit","Date","Value"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2010","1250"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2011","1928"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2012","1313"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2013","1470"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2014","589"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2015","935"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2016","257"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2017","1884.49388949405"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2018","55.7620155555556"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2019","80"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2020","556.529306922"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2021","741.750041904017"
"REGION DE DAKAR","ARACHIDE","Production en tonne","tonnes","2022","662.2"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2010","1786"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2011","3045"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2012","1871"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2013","2976"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2014","2943"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2015","1233"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2016","1248"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2017","3140.82314915675"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2018","371.74677037037"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2019","400"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2020","894.741651"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2021","1211.0264081359"
"REGION DE DAKAR","ARACHIDE","Superficie en ha","Ha","2022","1204"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2010","681"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2011","580"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2012","462"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2013","2013"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2014","2014"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2015","2015"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2016","2016"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2017","764.142857"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2018","150"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2019","200"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2020","622"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2021","612.497"
"REGION DE DAKAR","ARACHIDE","Rendement kg/ha","KG/HA","2022","550"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2010","426"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2011","339"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2012","826"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2013","733"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2014","585"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2015","799"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2016","836"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2017","630"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2018","104.8"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2019","150"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2020","165.023586"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2021","534.1511392"
"REGION DE DAKAR","MAIS","Production en tonne","tonnes","2022","727"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2010","387"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2011","381"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2012","823"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2013","918"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2014","900"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2015","900"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2016","990"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2017","900"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2018","524"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2019","600"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2020","234"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2021","649.6"
"REGION DE DAKAR","MAIS","Superficie en ha","Ha","2022","581.6"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2010","1100"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2011","890"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2012","1004"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2013","798"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2014","650"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2015","888"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2016","888"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2017","700"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2018","200"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2019","250"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2020","705.229"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2021","822.277"
"REGION DE DAKAR","MAIS","Rendement kg/ha","KG/HA","2022","1250"
"REGION DE DAKAR","FONIO","Production en tonne","tonnes","2019","0"
"REGION DE DAKAR","FONIO","Production en tonne","tonnes","2021","0"
"REGION DE DAKAR","FONIO","Superficie en ha","Ha","2019","0"
"REGION DE DAKAR","FONIO","Superficie en ha","Ha","2021","0"
"REGION DE DAKAR","FONIO","Rendement kg/ha","KG/HA","2021","0"
"REGION DE DAKAR","MIL","Production en tonne","tonnes","2017","4.190671875"
"REGION DE DAKAR","MIL","Production en tonne","tonnes","2019","0"
"REGION DE DAKAR","MIL","Production en tonne","tonnes","2021","0"
"REGION DE DAKAR","MIL","Superficie en ha","Ha","2017","9.31260416666667"
"REGION DE DAKAR","MIL","Superficie en ha","Ha","2019","0"
"REGION DE DAKAR","MIL","Superficie en ha","Ha","2021","0"
"REGION DE DAKAR","MIL","Rendement kg/ha","KG/HA","2017","450"
"REGION DE DAKAR","MIL","Rendement kg/ha","KG/HA","2021","0"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2010","4641"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2011","1569"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2012","1505"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2013","2345"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2014","2625"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2015","5189"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2016","5708"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2017","2599.2"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2018","2859.12"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2019","3000"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2020","3648.82294644725"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2021","3700.97125380996"
"REGION DE DAKAR","MANIOC","Production en tonne","tonnes","2022","3238.34984708371"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2010","546"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2011","185"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2012","215"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2013","335"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2014","375"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2015","683"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2016","751"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2017","342"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2018","376.2"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2019","400"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2020","443.851172271871"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2021","462.621406726245"
"REGION DE DAKAR","MANIOC","Superficie en ha","Ha","2022","462.621406726245"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2010","8500"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2011","8500"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2012","7000"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2013","7000"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2014","7000"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2015","7600"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2016","7600"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2017","7600"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2018","7600"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2019","7500"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2020","8220.8253"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2021","8000"
"REGION DE DAKAR","MANIOC","Rendement kg/ha","KG/HA","2022","7000"
"REGION DE DAKAR","RIZ","Production en tonne","tonnes","2019","0"
"REGION DE DAKAR","RIZ","Production en tonne","tonnes","2021","0"
"REGION DE DAKAR","RIZ","Superficie en ha","Ha","2019","0"
"REGION DE DAKAR","RIZ","Superficie en ha","Ha","2021","0"
"REGION DE DAKAR","RIZ","Rendement kg/ha","KG/HA","2021","0"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2010","349"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2011","961"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2012","988"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2013","490"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2014","177"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2015","397"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2016","366"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2017","61.4719913888889"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2018","67.6191905277778"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2019","107.5"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2020","84.4"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2021","110"
"REGION DE DAKAR","NIEBE","Production en tonne","tonnes","2022","25.0931988697917"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2010","857"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2011","2361"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2012","2162"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2013","1441"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2014","1178"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2015","858"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2016","1248"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2017","153.679978472222"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2018","169.047976319444"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2019","250"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2020","211"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2021","220"
"REGION DE DAKAR","NIEBE","Superficie en ha","Ha","2022","200.745590958333"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2010","407"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2011","407"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2012","457"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2013","340"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2014","150"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2015","463"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2016","454"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2017","400"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2018","400"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2019","430"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2020","400"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2021","500"
"REGION DE DAKAR","NIEBE","Rendement kg/ha","KG/HA","2022","125"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2010","152"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2011","73"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2012","165"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2013","120"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2014","90"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2015","180"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2016","193"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2017","169.5"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2019","0"
"REGION DE DAKAR","SORGHO","Production en tonne","tonnes","2021","0"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2010","223"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2011","126"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2012","358"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2013","300"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2014","200"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2015","350"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2016","385"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2017","300"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2019","0"
"REGION DE DAKAR","SORGHO","Superficie en ha","Ha","2021","0"
"REGION DE DAKAR","SORGHO","Rendement kg/ha","KG/HA","2010","681"
"REGION DE DAKAR","SORGHO","Rendement kg/ha","KG/HA","2011","580"
"REGION DE DAKAR","SORGHO","Rendement kg/ha","KG/HA","2012","462"
"REGION DE DAKAR","SORGHO","Rendement kg/ha","KG/HA","2013","400"
"REGION DE DAKAR","SORGHO","Rendement kg/ha","KG/HA","2014","450"
"REGION DE DAKAR","SORGHO","Rendement kg/ha","KG/HA","2015","515"
"REGION DE DAKAR","SORGHO","Rendement kg/ha","KG/HA","2016","500"
"REGION DE DAKAR","SORGHO","Rendement kg/ha","KG/HA","2017","565"
"REGION DE DAKAR","SORGHO","Rendement kg/ha","KG/HA","2021","0"
"RUFISQUE","ARACHIDE","Production en tonne","tonnes","2017","1884.49388949405"
"RUFISQUE","ARACHIDE","Production en tonne","tonnes","2018","55.7620155555556"
"RUFISQUE","ARACHIDE","Production en tonne","tonnes","2019","80"
"RUFISQUE","ARACHIDE","Production en tonne","tonnes","2020","556.529306922"
"RUFISQUE","ARACHIDE","Production en tonne","tonnes","2021","741.750041904017"
"RUFISQUE","ARACHIDE","Production en tonne","tonnes","2022","662.2"
"RUFISQUE","ARACHIDE","Superficie en ha","Ha","2017","3140.82314915675"
"RUFISQUE","ARACHIDE","Superficie en ha","Ha","2018","371.74677037037"
"RUFISQUE","ARACHIDE","Superficie en ha","Ha","2019","400"
"RUFISQUE","ARACHIDE","Superficie en ha","Ha","2020","894.741651"
"RUFISQUE","ARACHIDE","Superficie en ha","Ha","2021","1211.0264081359"
"RUFISQUE","ARACHIDE","Superficie en ha","Ha","2022","1204"
"RUFISQUE","ARACHIDE","Rendement kg/ha","KG/HA","2017","764.142857"
"RUFISQUE","ARACHIDE","Rendement kg/ha","KG/HA","2018","150"
"RUFISQUE","ARACHIDE","Rendement kg/ha","KG/HA","2019","200"
"RUFISQUE","ARACHIDE","Rendement kg/ha","KG/HA","2020","622"
"RUFISQUE","ARACHIDE","Rendement kg/ha","KG/HA","2021","612.497"
"RUFISQUE","ARACHIDE","Rendement kg/ha","KG/HA","2022","550"
"RUFISQUE","MAIS","Production en tonne","tonnes","2017","630"
"RUFISQUE","MAIS","Production en tonne","tonnes","2018","104.8"
"RUFISQUE","MAIS","Production en tonne","tonnes","2019","150"
"RUFISQUE","MAIS","Production en tonne","tonnes","2020","165.023586"
"RUFISQUE","MAIS","Production en tonne","tonnes","2021","534.1511392"
"RUFISQUE","MAIS","Production en tonne","tonnes","2022","727"
"RUFISQUE","MAIS","Superficie en ha","Ha","2017","900"
"RUFISQUE","MAIS","Superficie en ha","Ha","2018","524"
"RUFISQUE","MAIS","Superficie en ha","Ha","2019","600"
"RUFISQUE","MAIS","Superficie en ha","Ha","2020","234"
"RUFISQUE","MAIS","Superficie en ha","Ha","2021","649.6"
"RUFISQUE","MAIS","Superficie en ha","Ha","2022","581.6"
"RUFISQUE","MAIS","Rendement kg/ha","KG/HA","2017","700"
"RUFISQUE","MAIS","Rendement kg/ha","KG/HA","2018","200"
"RUFISQUE","MAIS","Rendement kg/ha","KG/HA","2019","250"
"RUFISQUE","MAIS","Rendement kg/ha","KG/HA","2020","705.229"
"RUFISQUE","MAIS","Rendement kg/ha","KG/HA","2021","822.277"
"RUFISQUE","MAIS","Rendement kg/ha","KG/HA","2022","1250"
"RUFISQUE","FONIO","Production en tonne","tonnes","2021","0"
"RUFISQUE","MIL","Production en tonne","tonnes","2017","4.190671875"
"RUFISQUE","MIL","Production en tonne","tonnes","2021","0"
"RUFISQUE","MIL","Superficie en ha","Ha","2017","9.31260416666667"
"RUFISQUE","MIL","Rendement kg/ha","KG/HA","2017","450"
"RUFISQUE","MANIOC","Production en tonne","tonnes","2017","2599.2"
"RUFISQUE","MANIOC","Production en tonne","tonnes","2018","2859.12"
"RUFISQUE","MANIOC","Production en tonne","tonnes","2019","3000"
"RUFISQUE","MANIOC","Production en tonne","tonnes","2020","3648.82294644725"
"RUFISQUE","MANIOC","Production en tonne","tonnes","2021","3700.97125380996"
"RUFISQUE","MANIOC","Production en tonne","tonnes","2022","3238.34984708371"
"RUFISQUE","MANIOC","Superficie en ha","Ha","2017","342"
"RUFISQUE","MANIOC","Superficie en ha","Ha","2018","376.2"
"RUFISQUE","MANIOC","Superficie en ha","Ha","2019","400"
"RUFISQUE","MANIOC","Superficie en ha","Ha","2020","443.851172271871"
"RUFISQUE","MANIOC","Superficie en ha","Ha","2021","462.621406726245"
"RUFISQUE","MANIOC","Superficie en ha","Ha","2022","462.621406726245"
"RUFISQUE","MANIOC","Rendement kg/ha","KG/HA","2017","7600"
"RUFISQUE","MANIOC","Rendement kg/ha","KG/HA","2018","7600"
"RUFISQUE","MANIOC","Rendement kg/ha","KG/HA","2019","7500"
"RUFISQUE","MANIOC","Rendement kg/ha","KG/HA","2020","8220.8253"
"RUFISQUE","MANIOC","Rendement kg/ha","KG/HA","2021","8000"
"RUFISQUE","MANIOC","Rendement kg/ha","KG/HA","2022","7000"
"RUFISQUE","RIZ","Production en tonne","tonnes","2021","0"
"RUFISQUE","NIEBE","Production en tonne","tonnes","2017","61.4719913888889"
"RUFISQUE","NIEBE","Production en tonne","tonnes","2018","67.6191905277778"
"RUFISQUE","NIEBE","Production en tonne","tonnes","2019","107.5"
"RUFISQUE","NIEBE","Production en tonne","tonnes","2020","84.4"
"RUFISQUE","NIEBE","Production en tonne","tonnes","2021","110"
"RUFISQUE","NIEBE","Production en tonne","tonnes","2022","25.0931988697917"
"RUFISQUE","NIEBE","Superficie en ha","Ha","2017","153.679978472222"
"RUFISQUE","NIEBE","Superficie en ha","Ha","2018","169.047976319444"
"RUFISQUE","NIEBE","Superficie en ha","Ha","2019","250"
"RUFISQUE","NIEBE","Superficie en ha","Ha","2020","211"
"RUFISQUE","NIEBE","Superficie en ha","Ha","2021","220"
"RUFISQUE","NIEBE","Superficie en ha","Ha","2022","200.745590958333"
"RUFISQUE","NIEBE","Rendement kg/ha","KG/HA","2017","400"
"RUFISQUE","NIEBE","Rendement kg/ha","KG/HA","2018","400"
"RUFISQUE","NIEBE","Rendement kg/ha","KG/HA","2019","430"
"RUFISQUE","NIEBE","Rendement kg/ha","KG/HA","2020","400"
"RUFISQUE","NIEBE","Rendement kg/ha","KG/HA","2021","500"
"RUFISQUE","NIEBE","Rendement kg/ha","KG/HA","2022","125"
"RUFISQUE","SORGHO","Production en tonne","tonnes","2017","169.5"
"RUFISQUE","SORGHO","Production en tonne","tonnes","2021","0"
"RUFISQUE","SORGHO","Superficie en ha","Ha","2017","300"
"RUFISQUE","SORGHO","Rendement kg/ha","KG/HA","2017","565"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2010","81738"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2011","45943"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2012","58675"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2013","49178"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2014","33277"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2015","65442"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2016","48580"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2017","53146.6222364738"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2018","63368.8454216401"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2019","55487"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2020","85433.0912693453"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2021","54125.1995699878"
"REGION DE DIOURBEL","ARACHIDE","Production en tonne","tonnes","2022","54760.7921639113"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2010","104180"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2011","91002"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2012","73595"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2013","81642"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2014","70941"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2015","81227"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2016","91940"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2017","58379.3003365617"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2018","69445.7161354854"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2019","69680"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2020","82467.285"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2021","61135.9213164139"
"REGION DE DIOURBEL","ARACHIDE","Superficie en ha","Ha","2022","68221.6602944094"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2010","785"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2011","505"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2012","797"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2013","602"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2014","469"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2015","806"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2016","528"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2017","910.367577721536"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2018","912.494664149052"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2019","796.311710677382"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2020","1035.96342803507"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2021","885.325654779265"
"REGION DE DIOURBEL","ARACHIDE","Rendement kg/ha","KG/HA","2022","802.689232827111"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2010","200"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2011","254"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2012","615"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2013","676"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2014","454"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2015","836"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2016","914"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2017","796.656579058563"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2018","876.322236964419"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2019","605"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2020","880.068"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2021","711.64805648622"
"REGION DE DIOURBEL","MAIS","Production en tonne","tonnes","2022","726.994774563908"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2010","313"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2011","447"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2012","807"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2013","1153"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2014","1140"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2015","1014"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2016","1115"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2017","893.849030587961"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2018","983.233933646757"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2019","800"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2020","932"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2021","944.847507379475"
"REGION DE DIOURBEL","MAIS","Superficie en ha","Ha","2022","910.816592846944"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2010","640"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2011","568"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2012","761"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2013","586"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2014","398"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2015","825"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2016","819"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2017","891.265249272054"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2018","891.265249272054"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2019","756.25"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2020","944.278969957081"
