"region","culture","indicateur","Unit","Date","Value"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2011","551"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2012","575"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2013","679"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2014","500"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2015","699"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2016","460"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2017","606.31010512862"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2018","655.469693353401"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2019","591.805555555556"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2020","630.78915856658"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2021","970.722890876413"
"REGION DE KOLDA","NIEBE","Rendement kg/ha","KG/HA","2022","720.474203875896"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2010","18882"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2011","15454"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2012","17249"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2013","12374"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2014","12431"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2015","25935"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2016","26966"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2017","34306.5351190156"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2018","37589.5710401149"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2019","35610"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2020","56462.8781529066"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2021","61809.1508939292"
"REGION DE KOLDA","SORGHO","Production en tonne","tonnes","2022","60636.523209302"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2010","25177"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2011","20873"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2012","20130"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2013","17703"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2014","16563"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2015","31896"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2016","35086"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2017","35603.090571875"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2018","38405.9043734483"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2019","38700"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2020","39009.253058315"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2021","44682.6269172597"
"REGION DE KOLDA","SORGHO","Superficie en ha","Ha","2022","45389.5356432977"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2010","750"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2011","740"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2012","857"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2013","699"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2014","750"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2015","813"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2016","769"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2017","963.583064502732"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2018","978.744587670803"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2019","920.15503875969"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2020","1447.42269400801"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2021","1383.29268349382"
"REGION DE KOLDA","SORGHO","Rendement kg/ha","KG/HA","2022","1335.91415620168"
"KOLDA","ARACHIDE","Production en tonne","tonnes","2017","26671.8781458341"
"KOLDA","ARACHIDE","Production en tonne","tonnes","2018","51149.724"
"KOLDA","ARACHIDE","Production en tonne","tonnes","2019","51660"
"KOLDA","ARACHIDE","Production en tonne","tonnes","2020","70719.9577056"
"KOLDA","ARACHIDE","Production en tonne","tonnes","2021","87625.375"
"KOLDA","ARACHIDE","Production en tonne","tonnes","2022","91130.39"
"KOLDA","ARACHIDE","Superficie en ha","Ha","2017","22134.3387102357"
"KOLDA","ARACHIDE","Superficie en ha","Ha","2018","25098"
"KOLDA","ARACHIDE","Superficie en ha","Ha","2019","25200"
"KOLDA","ARACHIDE","Superficie en ha","Ha","2020","28027.44"
"KOLDA","ARACHIDE","Superficie en ha","Ha","2021","35050.15"
"KOLDA","ARACHIDE","Superficie en ha","Ha","2022","35050.15"
"KOLDA","ARACHIDE","Rendement kg/ha","KG/HA","2017","1205"
"KOLDA","ARACHIDE","Rendement kg/ha","KG/HA","2018","2038"
"KOLDA","ARACHIDE","Rendement kg/ha","KG/HA","2019","2050"
"KOLDA","ARACHIDE","Rendement kg/ha","KG/HA","2020","2523.24"
"KOLDA","ARACHIDE","Rendement kg/ha","KG/HA","2021","2500"
"KOLDA","ARACHIDE","Rendement kg/ha","KG/HA","2022","2600"
"KOLDA","MAIS","Production en tonne","tonnes","2017","19029.9576668152"
"KOLDA","MAIS","Production en tonne","tonnes","2018","22575"
"KOLDA","MAIS","Production en tonne","tonnes","2019","26565"
"KOLDA","MAIS","Production en tonne","tonnes","2020","50984.784"
"KOLDA","MAIS","Production en tonne","tonnes","2021","38563.621485072"
"KOLDA","MAIS","Production en tonne","tonnes","2022","44307.8529785163"
"KOLDA","MAIS","Superficie en ha","Ha","2017","10079.4267303046"
"KOLDA","MAIS","Superficie en ha","Ha","2018","10500"
"KOLDA","MAIS","Superficie en ha","Ha","2019","11550"
"KOLDA","MAIS","Superficie en ha","Ha","2020","13456"
"KOLDA","MAIS","Superficie en ha","Ha","2021","10820.063442117"
"KOLDA","MAIS","Superficie en ha","Ha","2022","12481.0853460609"
"KOLDA","MAIS","Rendement kg/ha","KG/HA","2017","1888"
"KOLDA","MAIS","Rendement kg/ha","KG/HA","2018","2150"
"KOLDA","MAIS","Rendement kg/ha","KG/HA","2019","2300"
"KOLDA","MAIS","Rendement kg/ha","KG/HA","2020","3789"
"KOLDA","MAIS","Rendement kg/ha","KG/HA","2021","3564.0846"
"KOLDA","MAIS","Rendement kg/ha","KG/HA","2022","3550"
"KOLDA","FONIO","Production en tonne","tonnes","2018","46.35"
"KOLDA","FONIO","Production en tonne","tonnes","2020","212.71"
"KOLDA","FONIO","Production en tonne","tonnes","2021","191.2"
"KOLDA","FONIO","Production en tonne","tonnes","2022","191.2"
"KOLDA","FONIO","Superficie en ha","Ha","2018","90"
"KOLDA","FONIO","Superficie en ha","Ha","2020","239"
"KOLDA","FONIO","Superficie en ha","Ha","2021","239"
"KOLDA","FONIO","Superficie en ha","Ha","2022","239"
"KOLDA","FONIO","Rendement kg/ha","KG/HA","2018","515"
"KOLDA","FONIO","Rendement kg/ha","KG/HA","2020","890"
"KOLDA","FONIO","Rendement kg/ha","KG/HA","2021","800"
"KOLDA","FONIO","Rendement kg/ha","KG/HA","2022","800"
"KOLDA","MIL","Production en tonne","tonnes","2017","6014.67243121365"
"KOLDA","MIL","Production en tonne","tonnes","2018","6139.63813051608"
"KOLDA","MIL","Production en tonne","tonnes","2019","6047"
"KOLDA","MIL","Production en tonne","tonnes","2020","15611.028"
"KOLDA","MIL","Production en tonne","tonnes","2021","14275.6523428356"
"KOLDA","MIL","Production en tonne","tonnes","2022","12493.6298086256"
"KOLDA","MIL","Superficie en ha","Ha","2017","6358.00468415819"
"KOLDA","MIL","Superficie en ha","Ha","2018","6047.4150509885"
"KOLDA","MIL","Superficie en ha","Ha","2019","6047"
"KOLDA","MIL","Superficie en ha","Ha","2020","8731"
"KOLDA","MIL","Superficie en ha","Ha","2021","9030.478"
"KOLDA","MIL","Superficie en ha","Ha","2022","7242.68394702934"
"KOLDA","MIL","Rendement kg/ha","KG/HA","2017","946"
"KOLDA","MIL","Rendement kg/ha","KG/HA","2018","1015.25"
"KOLDA","MIL","Rendement kg/ha","KG/HA","2019","1000"
"KOLDA","MIL","Rendement kg/ha","KG/HA","2020","1788"
"KOLDA","MIL","Rendement kg/ha","KG/HA","2021","1580.8302"
"KOLDA","MIL","Rendement kg/ha","KG/HA","2022","1725"
"KOLDA","MANIOC","Production en tonne","tonnes","2017","230.1"
"KOLDA","MANIOC","Production en tonne","tonnes","2018","5500"
"KOLDA","MANIOC","Production en tonne","tonnes","2019","6000"
"KOLDA","MANIOC","Production en tonne","tonnes","2020","3228.3207"
"KOLDA","MANIOC","Production en tonne","tonnes","2021","3050"
"KOLDA","MANIOC","Production en tonne","tonnes","2022","3569"
"KOLDA","MANIOC","Superficie en ha","Ha","2017","29.5"
"KOLDA","MANIOC","Superficie en ha","Ha","2018","550"
"KOLDA","MANIOC","Superficie en ha","Ha","2019","600"
"KOLDA","MANIOC","Superficie en ha","Ha","2020","300"
"KOLDA","MANIOC","Superficie en ha","Ha","2021","305"
"KOLDA","MANIOC","Superficie en ha","Ha","2022","356.9"
"KOLDA","MANIOC","Rendement kg/ha","KG/HA","2017","7800"
"KOLDA","MANIOC","Rendement kg/ha","KG/HA","2018","10000"
"KOLDA","MANIOC","Rendement kg/ha","KG/HA","2019","10000"
"KOLDA","MANIOC","Rendement kg/ha","KG/HA","2020","10761.069"
"KOLDA","MANIOC","Rendement kg/ha","KG/HA","2021","10000"
"KOLDA","MANIOC","Rendement kg/ha","KG/HA","2022","10000"
"KOLDA","RIZ","Production en tonne","tonnes","2017","56468.608"
"KOLDA","RIZ","Production en tonne","tonnes","2018","53472"
"KOLDA","RIZ","Production en tonne","tonnes","2019","150443.9096"
"KOLDA","RIZ","Production en tonne","tonnes","2020","140543.274"
"KOLDA","RIZ","Production en tonne","tonnes","2021","22124.9689668732"
"KOLDA","RIZ","Production en tonne","tonnes","2022","156708.63663"
"KOLDA","RIZ","Superficie en ha","Ha","2017","26536"
"KOLDA","RIZ","Superficie en ha","Ha","2018","22280"
"KOLDA","RIZ","Superficie en ha","Ha","2019","61957.6"
"KOLDA","RIZ","Superficie en ha","Ha","2020","52266"
"KOLDA","RIZ","Superficie en ha","Ha","2021","9787.437"
"KOLDA","RIZ","Superficie en ha","Ha","2022","47409.937"
"KOLDA","RIZ","Rendement kg/ha","KG/HA","2017","2128"
"KOLDA","RIZ","Rendement kg/ha","KG/HA","2018","1002.4"
"KOLDA","RIZ","Rendement kg/ha","KG/HA","2019","2428.1752295118"
"KOLDA","RIZ","Rendement kg/ha","KG/HA","2020","2689"
"KOLDA","RIZ","Rendement kg/ha","KG/HA","2021","2260.54777842996"
"KOLDA","RIZ","Rendement kg/ha","KG/HA","2022","3305.39643260863"
"KOLDA","NIEBE","Production en tonne","tonnes","2017","337.835934213409"
"KOLDA","NIEBE","Production en tonne","tonnes","2018","405.192631377453"
"KOLDA","NIEBE","Production en tonne","tonnes","2019","390"
"KOLDA","NIEBE","Production en tonne","tonnes","2020","378.23335419199"
"KOLDA","NIEBE","Production en tonne","tonnes","2021","656.851855181756"
"KOLDA","NIEBE","Production en tonne","tonnes","2022","549.231295575082"
"KOLDA","NIEBE","Superficie en ha","Ha","2017","526.224196594095"
"KOLDA","NIEBE","Superficie en ha","Ha","2018","578.846616253505"
"KOLDA","NIEBE","Superficie en ha","Ha","2019","650"
"KOLDA","NIEBE","Superficie en ha","Ha","2020","626.21416256952"
"KOLDA","NIEBE","Superficie en ha","Ha","2021","670.256995083424"
"KOLDA","NIEBE","Superficie en ha","Ha","2022","610.256995083424"
"KOLDA","NIEBE","Rendement kg/ha","KG/HA","2017","642"
"KOLDA","NIEBE","Rendement kg/ha","KG/HA","2018","700"
"KOLDA","NIEBE","Rendement kg/ha","KG/HA","2019","600"
"KOLDA","NIEBE","Rendement kg/ha","KG/HA","2020","604"
"KOLDA","NIEBE","Rendement kg/ha","KG/HA","2021","980"
"KOLDA","NIEBE","Rendement kg/ha","KG/HA","2022","900"
"KOLDA","SORGHO","Production en tonne","tonnes","2017","7641.482"
"KOLDA","SORGHO","Production en tonne","tonnes","2018","8790.66666666667"
"KOLDA","SORGHO","Production en tonne","tonnes","2019","8550"
"KOLDA","SORGHO","Production en tonne","tonnes","2020","16052.007"
"KOLDA","SORGHO","Production en tonne","tonnes","2021","17035.8018623365"
"KOLDA","SORGHO","Production en tonne","tonnes","2022","14945.1672510841"
"KOLDA","SORGHO","Superficie en ha","Ha","2017","8654"
"KOLDA","SORGHO","Superficie en ha","Ha","2018","9500"
"KOLDA","SORGHO","Superficie en ha","Ha","2019","9500"
"KOLDA","SORGHO","Superficie en ha","Ha","2020","10987"
"KOLDA","SORGHO","Superficie en ha","Ha","2021","12454.3060425701"
"KOLDA","SORGHO","Superficie en ha","Ha","2022","12454.3060425701"
"KOLDA","SORGHO","Rendement kg/ha","KG/HA","2017","883"
"KOLDA","SORGHO","Rendement kg/ha","KG/HA","2018","925.333333333333"
"KOLDA","SORGHO","Rendement kg/ha","KG/HA","2019","900"
"KOLDA","SORGHO","Rendement kg/ha","KG/HA","2020","1461"
"KOLDA","SORGHO","Rendement kg/ha","KG/HA","2021","1367.8644"
"KOLDA","SORGHO","Rendement kg/ha","KG/HA","2022","1200"
"MEDINA YORO FOULA","ARACHIDE","Production en tonne","tonnes","2017","32502.1754337988"
"MEDINA YORO FOULA","ARACHIDE","Production en tonne","tonnes","2018","107481.355108345"
"MEDINA YORO FOULA","ARACHIDE","Production en tonne","tonnes","2019","108000"
"MEDINA YORO FOULA","ARACHIDE","Production en tonne","tonnes","2020","144805.9856243"
"MEDINA YORO FOULA","ARACHIDE","Production en tonne","tonnes","2021","122704.915869536"
"MEDINA YORO FOULA","ARACHIDE","Production en tonne","tonnes","2022","95985.2759530337"
"MEDINA YORO FOULA","ARACHIDE","Superficie en ha","Ha","2017","25795.3773284117"
"MEDINA YORO FOULA","ARACHIDE","Superficie en ha","Ha","2018","53740.6775541724"
"MEDINA YORO FOULA","ARACHIDE","Superficie en ha","Ha","2019","54000"
"MEDINA YORO FOULA","ARACHIDE","Superficie en ha","Ha","2020","58669.135"
"MEDINA YORO FOULA","ARACHIDE","Superficie en ha","Ha","2021","47757.71"
"MEDINA YORO FOULA","ARACHIDE","Superficie en ha","Ha","2022","47992.6379765168"
"MEDINA YORO FOULA","ARACHIDE","Rendement kg/ha","KG/HA","2017","1260"
"MEDINA YORO FOULA","ARACHIDE","Rendement kg/ha","KG/HA","2018","2000"
"MEDINA YORO FOULA","ARACHIDE","Rendement kg/ha","KG/HA","2019","2000"
"MEDINA YORO FOULA","ARACHIDE","Rendement kg/ha","KG/HA","2020","2468.18"
"MEDINA YORO FOULA","ARACHIDE","Rendement kg/ha","KG/HA","2021","2569.3216"
"MEDINA YORO FOULA","ARACHIDE","Rendement kg/ha","KG/HA","2022","2000"
"MEDINA YORO FOULA","MAIS","Production en tonne","tonnes","2017","13614.2795309033"
"MEDINA YORO FOULA","MAIS","Production en tonne","tonnes","2018","22349.1878805414"
"MEDINA YORO FOULA","MAIS","Production en tonne","tonnes","2019","26400"
"MEDINA YORO FOULA","MAIS","Production en tonne","tonnes","2020","46268.705"
"MEDINA YORO FOULA","MAIS","Production en tonne","tonnes","2021","31278.3760994167"
"MEDINA YORO FOULA","MAIS","Production en tonne","tonnes","2022","53273.9040926776"
"MEDINA YORO FOULA","MAIS","Superficie en ha","Ha","2017","6921.34190691577"
"MEDINA YORO FOULA","MAIS","Superficie en ha","Ha","2018","9717.03820893103"
"MEDINA YORO FOULA","MAIS","Superficie en ha","Ha","2019","11000"
"MEDINA YORO FOULA","MAIS","Superficie en ha","Ha","2020","11879"
"MEDINA YORO FOULA","MAIS","Superficie en ha","Ha","2021","9075.39816152619"
"MEDINA YORO FOULA","MAIS","Superficie en ha","Ha","2022","13318.4760231694"
"MEDINA YORO FOULA","MAIS","Rendement kg/ha","KG/HA","2017","1967"
"MEDINA YORO FOULA","MAIS","Rendement kg/ha","KG/HA","2018","2300"
"MEDINA YORO FOULA","MAIS","Rendement kg/ha","KG/HA","2019","2400"
"MEDINA YORO FOULA","MAIS","Rendement kg/ha","KG/HA","2020","3895"
"MEDINA YORO FOULA","MAIS","Rendement kg/ha","KG/HA","2021","3446.5018"
"MEDINA YORO FOULA","MAIS","Rendement kg/ha","KG/HA","2022","4000"
"MEDINA YORO FOULA","FONIO","Production en tonne","tonnes","2021","0"
"MEDINA YORO FOULA","MIL","Production en tonne","tonnes","2017","16922.0751594391"
"MEDINA YORO FOULA","MIL","Production en tonne","tonnes","2018","37872.3572611241"
"MEDINA YORO FOULA","MIL","Production en tonne","tonnes","2019","30986.1"
"MEDINA YORO FOULA","MIL","Production en tonne","tonnes","2020","68923.069"
"MEDINA YORO FOULA","MIL","Production en tonne","tonnes","2021","45088.923"
"MEDINA YORO FOULA","MIL","Production en tonne","tonnes","2022","59708.6647"
"MEDINA YORO FOULA","MIL","Superficie en ha","Ha","2017","17075.7569721888"
"MEDINA YORO FOULA","MIL","Superficie en ha","Ha","2018","34429.415691931"
"MEDINA YORO FOULA","MIL","Superficie en ha","Ha","2019","34429"
"MEDINA YORO FOULA","MIL","Superficie en ha","Ha","2020","34687"
"MEDINA YORO FOULA","MIL","Superficie en ha","Ha","2021","27326.62"
"MEDINA YORO FOULA","MIL","Superficie en ha","Ha","2022","27326.62"
"MEDINA YORO FOULA","MIL","Rendement kg/ha","KG/HA","2017","991"
"MEDINA YORO FOULA","MIL","Rendement kg/ha","KG/HA","2018","1100"
"MEDINA YORO FOULA","MIL","Rendement kg/ha","KG/HA","2019","900"
"MEDINA YORO FOULA","MIL","Rendement kg/ha","KG/HA","2020","1987"
"MEDINA YORO FOULA","MIL","Rendement kg/ha","KG/HA","2021","1650"
"MEDINA YORO FOULA","MIL","Rendement kg/ha","KG/HA","2022","2185"
"MEDINA YORO FOULA","MANIOC","Production en tonne","tonnes","2017","5000"
"MEDINA YORO FOULA","MANIOC","Production en tonne","tonnes","2018","6600"
"MEDINA YORO FOULA","MANIOC","Production en tonne","tonnes","2019","6623.1"
"MEDINA YORO FOULA","MANIOC","Production en tonne","tonnes","2020","8725.58457239083"
"MEDINA YORO FOULA","MANIOC","Production en tonne","tonnes","2021","9709.31295846358"
"MEDINA YORO FOULA","MANIOC","Production en tonne","tonnes","2022","7033.80602239721"
"MEDINA YORO FOULA","MANIOC","Superficie en ha","Ha","2017","500"
"MEDINA YORO FOULA","MANIOC","Superficie en ha","Ha","2018","550"
"MEDINA YORO FOULA","MANIOC","Superficie en ha","Ha","2019","550"
"MEDINA YORO FOULA","MANIOC","Superficie en ha","Ha","2020","683.752509332172"
"MEDINA YORO FOULA","MANIOC","Superficie en ha","Ha","2021","647.287530564239"
"MEDINA YORO FOULA","MANIOC","Superficie en ha","Ha","2022","586.150501866434"
"MEDINA YORO FOULA","MANIOC","Rendement kg/ha","KG/HA","2017","10000"
"MEDINA YORO FOULA","MANIOC","Rendement kg/ha","KG/HA","2018","12000"
"MEDINA YORO FOULA","MANIOC","Rendement kg/ha","KG/HA","2019","12042"
"MEDINA YORO FOULA","MANIOC","Rendement kg/ha","KG/HA","2020","12761.32"
"MEDINA YORO FOULA","MANIOC","Rendement kg/ha","KG/HA","2021","15000"
"MEDINA YORO FOULA","MANIOC","Rendement kg/ha","KG/HA","2022","12000"
"MEDINA YORO FOULA","RIZ","Production en tonne","tonnes","2017","13986"
"MEDINA YORO FOULA","RIZ","Production en tonne","tonnes","2018","20250"
"MEDINA YORO FOULA","RIZ","Production en tonne","tonnes","2019","36113.5762"
"MEDINA YORO FOULA","RIZ","Production en tonne","tonnes","2020","27926.3294"
"MEDINA YORO FOULA","RIZ","Production en tonne","tonnes","2021","7581.08619347931"
"MEDINA YORO FOULA","RIZ","Production en tonne","tonnes","2022","82131.615745"
"MEDINA YORO FOULA","RIZ","Superficie en ha","Ha","2017","7560"
"MEDINA YORO FOULA","RIZ","Superficie en ha","Ha","2018","7500"
"MEDINA YORO FOULA","RIZ","Superficie en ha","Ha","2019","15541.4"
"MEDINA YORO FOULA","RIZ","Superficie en ha","Ha","2020","10720.28"
"MEDINA YORO FOULA","RIZ","Superficie en ha","Ha","2021","4047.9321"
"MEDINA YORO FOULA","RIZ","Superficie en ha","Ha","2022","28357.9321"
"MEDINA YORO FOULA","RIZ","Rendement kg/ha","KG/HA","2017","1850"
"MEDINA YORO FOULA","RIZ","Rendement kg/ha","KG/HA","2018","2700"
"MEDINA YORO FOULA","RIZ","Rendement kg/ha","KG/HA","2019","2323.70160989357"
"MEDINA YORO FOULA","RIZ","Rendement kg/ha","KG/HA","2020","2605"
"MEDINA YORO FOULA","RIZ","Rendement kg/ha","KG/HA","2021","1872.82938700462"
"MEDINA YORO FOULA","RIZ","Rendement kg/ha","KG/HA","2022","2896.24840962928"
"MEDINA YORO FOULA","NIEBE","Production en tonne","tonnes","2018","360.507957931034"
"MEDINA YORO FOULA","NIEBE","Production en tonne","tonnes","2019","385"
"MEDINA YORO FOULA","NIEBE","Production en tonne","tonnes","2020","404.3165"
"MEDINA YORO FOULA","NIEBE","Production en tonne","tonnes","2021","680.64"
"MEDINA YORO FOULA","NIEBE","Production en tonne","tonnes","2022","199.622072068966"
"MEDINA YORO FOULA","NIEBE","Superficie en ha","Ha","2018","554.627627586207"
"MEDINA YORO FOULA","NIEBE","Superficie en ha","Ha","2019","700"
"MEDINA YORO FOULA","NIEBE","Superficie en ha","Ha","2020","698"
"MEDINA YORO FOULA","NIEBE","Superficie en ha","Ha","2021","709"
"MEDINA YORO FOULA","NIEBE","Superficie en ha","Ha","2022","665.406906896552"
"MEDINA YORO FOULA","NIEBE","Rendement kg/ha","KG/HA","2018","650"
"MEDINA YORO FOULA","NIEBE","Rendement kg/ha","KG/HA","2019","550"
"MEDINA YORO FOULA","NIEBE","Rendement kg/ha","KG/HA","2020","579.25"
"MEDINA YORO FOULA","NIEBE","Rendement kg/ha","KG/HA","2021","960"
"MEDINA YORO FOULA","NIEBE","Rendement kg/ha","KG/HA","2022","300"
"MEDINA YORO FOULA","SORGHO","Production en tonne","tonnes","2017","6602.778"
"MEDINA YORO FOULA","SORGHO","Production en tonne","tonnes","2018","7505.90437344828"
"MEDINA YORO FOULA","SORGHO","Production en tonne","tonnes","2019","7800"
"MEDINA YORO FOULA","SORGHO","Production en tonne","tonnes","2020","11098.3107"
"MEDINA YORO FOULA","SORGHO","Production en tonne","tonnes","2021","16747.0435009846"
"MEDINA YORO FOULA","SORGHO","Production en tonne","tonnes","2022","20974.8734869723"
"MEDINA YORO FOULA","SORGHO","Superficie en ha","Ha","2017","6786"
"MEDINA YORO FOULA","SORGHO","Superficie en ha","Ha","2018","7505.90437344828"
"MEDINA YORO FOULA","SORGHO","Superficie en ha","Ha","2019","7800"
"MEDINA YORO FOULA","SORGHO","Superficie en ha","Ha","2020","7890"
"MEDINA YORO FOULA","SORGHO","Superficie en ha","Ha","2021","12338.1608746896"
"MEDINA YORO FOULA","SORGHO","Superficie en ha","Ha","2022","12338.1608746896"
"MEDINA YORO FOULA","SORGHO","Rendement kg/ha","KG/HA","2017","973"
"MEDINA YORO FOULA","SORGHO","Rendement kg/ha","KG/HA","2018","1000"
"MEDINA YORO FOULA","SORGHO","Rendement kg/ha","KG/HA","2019","1000"
"MEDINA YORO FOULA","SORGHO","Rendement kg/ha","KG/HA","2020","1406.63"
"MEDINA YORO FOULA","SORGHO","Rendement kg/ha","KG/HA","2021","1357.3371"
"MEDINA YORO FOULA","SORGHO","Rendement kg/ha","KG/HA","2022","1700"
"VELINGARA","ARACHIDE","Production en tonne","tonnes","2017","54113.0924711349"
"VELINGARA","ARACHIDE","Production en tonne","tonnes","2018","67023"
"VELINGARA","ARACHIDE","Production en tonne","tonnes","2019","67050"
"VELINGARA","ARACHIDE","Production en tonne","tonnes","2020","89245.633125"
"VELINGARA","ARACHIDE","Production en tonne","tonnes","2021","98594.925"
"VELINGARA","ARACHIDE","Production en tonne","tonnes","2022","60403.0211908031"
"VELINGARA","ARACHIDE","Superficie en ha","Ha","2017","44907.1306814397"
"VELINGARA","ARACHIDE","Superficie en ha","Ha","2018","44682"
"VELINGARA","ARACHIDE","Superficie en ha","Ha","2019","44700"
"VELINGARA","ARACHIDE","Superficie en ha","Ha","2020","41997.945"
"VELINGARA","ARACHIDE","Superficie en ha","Ha","2021","39437.97"
"VELINGARA","ARACHIDE","Superficie en ha","Ha","2022","43145.0151362879"
"VELINGARA","ARACHIDE","Rendement kg/ha","KG/HA","2017","1205"
"VELINGARA","ARACHIDE","Rendement kg/ha","KG/HA","2018","1500"
"VELINGARA","ARACHIDE","Rendement kg/ha","KG/HA","2019","1500"
"VELINGARA","ARACHIDE","Rendement kg/ha","KG/HA","2020","2125"
"VELINGARA","ARACHIDE","Rendement kg/ha","KG/HA","2021","2500"
"VELINGARA","ARACHIDE","Rendement kg/ha","KG/HA","2022","1400"
"VELINGARA","MAIS","Production en tonne","tonnes","2017","38805.9674427597"
"VELINGARA","MAIS","Production en tonne","tonnes","2018","50760"
"VELINGARA","MAIS","Production en tonne","tonnes","2019","67920"
"VELINGARA","MAIS","Production en tonne","tonnes","2020","74002.6299777587"
"VELINGARA","MAIS","Production en tonne","tonnes","2021","79513.8669103161"
"VELINGARA","MAIS","Production en tonne","tonnes","2022","86973.4747996012"
"VELINGARA","MAIS","Superficie en ha","Ha","2017","28079.5712320982"
"VELINGARA","MAIS","Superficie en ha","Ha","2018","28200"
"VELINGARA","MAIS","Superficie en ha","Ha","2019","28300"
"VELINGARA","MAIS","Superficie en ha","Ha","2020","19681.5505259996"
"VELINGARA","MAIS","Superficie en ha","Ha","2021","22300.8909742567"
"VELINGARA","MAIS","Superficie en ha","Ha","2022","22300.8909742567"
"VELINGARA","MAIS","Rendement kg/ha","KG/HA","2017","1382"
"VELINGARA","MAIS","Rendement kg/ha","KG/HA","2018","1800"
"VELINGARA","MAIS","Rendement kg/ha","KG/HA","2019","2400"
"VELINGARA","MAIS","Rendement kg/ha","KG/HA","2020","3760"
"VELINGARA","MAIS","Rendement kg/ha","KG/HA","2021","3565.5018"
"VELINGARA","MAIS","Rendement kg/ha","KG/HA","2022","3900"
"VELINGARA","FONIO","Production en tonne","tonnes","2018","36.1998345061728"
"VELINGARA","FONIO","Production en tonne","tonnes","2021","0"
"VELINGARA","FONIO","Production en tonne","tonnes","2022","50.539884154321"
"VELINGARA","FONIO","Superficie en ha","Ha","2018","72.3996690123457"
"VELINGARA","FONIO","Superficie en ha","Ha","2022","72.1998345061728"
"VELINGARA","FONIO","Rendement kg/ha","KG/HA","2018","500"
"VELINGARA","FONIO","Rendement kg/ha","KG/HA","2022","700"
"VELINGARA","MIL","Production en tonne","tonnes","2017","4855.65862631394"
"VELINGARA","MIL","Production en tonne","tonnes","2018","3720.04836633333"
"VELINGARA","MIL","Production en tonne","tonnes","2019","3990"
"VELINGARA","MIL","Production en tonne","tonnes","2020","9588.25490747872"
"VELINGARA","MIL","Production en tonne","tonnes","2021","11679.7540949369"
"VELINGARA","MIL","Production en tonne","tonnes","2022","5283.5725042314"
"VELINGARA","MIL","Superficie en ha","Ha","2017","5021.36362597098"
"VELINGARA","MIL","Superficie en ha","Ha","2018","4133.38707370371"
"VELINGARA","MIL","Superficie en ha","Ha","2019","4200"
"VELINGARA","MIL","Superficie en ha","Ha","2020","6487.31725810468"
